SOC,Title,Task
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Write or prepare detailed clinical neuropsychological reports, using data from psychological or neuropsychological tests, self-report measures, rating scales, direct observations, or interviews."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Provide psychotherapy, behavior therapy, or other counseling interventions to patients with neurological disorders."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Provide education or counseling to individuals and families.
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Participate in educational programs, in-service training, or workshops to remain current in methods and techniques."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in neuropsychology."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Interview patients to obtain comprehensive medical histories.
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Identify and communicate risks associated with specific neurological surgical procedures, such as epilepsy surgery."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Educate and supervise practicum students, psychology interns, or hospital staff."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Diagnose and treat conditions such as chemical dependency, alcohol dependency, Acquired Immune Deficiency Syndrome (AIDS) dementia, and environmental toxin exposure."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Distinguish between psychogenic and neurogenic syndromes, two or more suspected etiologies of cerebral dysfunction, or between disorders involving complex seizures."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Diagnose and treat neural and psychological conditions in medical and surgical populations, such as patients with early dementing illness or chronic pain with a neurological basis."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Design or implement rehabilitation plans for patients with cognitive dysfunction.
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Compare patients' progress before and after pharmacologic, surgical, or behavioral interventions."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Diagnose and treat psychiatric populations for conditions such as somatoform disorder, dementias, and psychoses."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Diagnose and treat conditions involving injury to the central nervous system, such as cerebrovascular accidents, neoplasms, infectious or inflammatory diseases, degenerative diseases, head traumas, demyelinating diseases, and various forms of dementing illnesses."
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,Diagnose and treat pediatric populations for conditions such as learning disabilities with developmental or organic bases.
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Conduct neuropsychological evaluations such as assessments of intelligence, academic ability, attention, concentration, sensorimotor function, language, learning, and memory."
19-3099.01,Transportation Planners,Prepare or review engineering studies or specifications.
19-3099.01,Transportation Planners,Represent jurisdictions in the legislative or administrative approval of land development projects.
19-3099.01,Transportation Planners,Direct urban traffic counting programs.
19-3099.01,Transportation Planners,Develop or test new methods or models of transportation analysis.
19-3099.01,Transportation Planners,Define or update information such as urban boundaries or classification of roadways.
19-3099.01,Transportation Planners,Analyze information from traffic counting programs.
19-3099.01,Transportation Planners,"Review development plans for transportation system effects, infrastructure requirements, or compliance with applicable transportation regulations."
19-3099.01,Transportation Planners,Prepare reports or recommendations on transportation planning.
19-3099.01,Transportation Planners,"Produce environmental documents, such as environmental assessments or environmental impact statements."
19-3099.01,Transportation Planners,"Participate in public meetings or hearings to explain planning proposals, to gather feedback from those affected by projects, or to achieve consensus on project designs."
19-3099.01,Transportation Planners,Develop computer models to address transportation planning issues.
19-3099.01,Transportation Planners,Design transportation surveys to identify areas of public concern.
19-3099.01,Transportation Planners,"Collaborate with engineers to research, analyze, or resolve complex transportation design issues."
19-3099.01,Transportation Planners,"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections."
19-3099.01,Transportation Planners,Define regional or local transportation planning problems or priorities.
19-3099.01,Transportation Planners,"Analyze information related to transportation, such as land use policies, environmental impact of projects, or long-range planning needs."
19-4099.01,Quality Control Analysts,Train other analysts to perform laboratory procedures and assays.
19-4099.01,Quality Control Analysts,Perform visual inspections of finished products.
19-4099.01,Quality Control Analysts,"Serve as a technical liaison between quality control and other departments, vendors, or contractors."
19-4099.01,Quality Control Analysts,Participate in internal assessments and audits as required.
19-4099.01,Quality Control Analysts,Identify and troubleshoot equipment problems.
19-4099.01,Quality Control Analysts,Evaluate new technologies and methods to make recommendations regarding their use.
19-4099.01,Quality Control Analysts,Ensure that lab cleanliness and safety standards are maintained.
19-4099.01,Quality Control Analysts,Develop and qualify new testing methods.
19-4099.01,Quality Control Analysts,Coordinate testing with contract laboratories and vendors.
19-4099.01,Quality Control Analysts,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses."
19-4099.01,Quality Control Analysts,Write or revise standard quality control operating procedures.
19-4099.01,Quality Control Analysts,Supply quality control data necessary for regulatory submissions.
19-4099.01,Quality Control Analysts,Receive and inspect raw materials.
19-4099.01,Quality Control Analysts,Review data from contract laboratories to ensure accuracy and regulatory compliance.
19-4099.01,Quality Control Analysts,Prepare or review required method transfer documentation including technical transfer protocols or reports.
19-4099.01,Quality Control Analysts,Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.
19-4099.01,Quality Control Analysts,Participate in out-of-specification and failure investigations and recommend corrective actions.
19-4099.01,Quality Control Analysts,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols."
19-4099.01,Quality Control Analysts,Investigate or report questionable test results.
19-4099.01,Quality Control Analysts,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release."
19-4099.01,Quality Control Analysts,Identify quality problems and recommend solutions.
19-4099.01,Quality Control Analysts,Evaluate analytical methods and procedures to determine how they might be improved.
19-4099.01,Quality Control Analysts,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms."
19-4099.01,Quality Control Analysts,"Calibrate, validate, or maintain laboratory equipment."
19-4099.01,Quality Control Analysts,Compile laboratory test data and perform appropriate analyses.
19-4099.01,Quality Control Analysts,"Conduct routine and non-routine analyses of in-process materials, raw materials, environmental samples, finished goods, or stability samples."
19-4099.03,Remote Sensing Technicians,Participate in the planning or development of mapping projects.
19-4099.03,Remote Sensing Technicians,Maintain records of survey data.
19-4099.03,Remote Sensing Technicians,Document methods used and write technical reports containing information collected.
19-4099.03,Remote Sensing Technicians,Develop specialized computer software routines to customize and integrate image analysis.
19-4099.03,Remote Sensing Technicians,"Collect verification data on the ground, using equipment such as global positioning receivers, digital cameras, or notebook computers."
19-4099.03,Remote Sensing Technicians,Verify integrity and accuracy of data contained in remote sensing image analysis systems.
19-4099.03,Remote Sensing Technicians,"Prepare documentation or presentations, including charts, photos, or graphs."
19-4099.03,Remote Sensing Technicians,"Operate airborne remote sensing equipment, such as survey cameras, sensors, or scanners."
19-4099.03,Remote Sensing Technicians,"Monitor raw data quality during collection, and make equipment corrections as necessary."
19-4099.03,Remote Sensing Technicians,"Merge scanned images or build photo mosaics of large areas, using image processing software."
19-4099.03,Remote Sensing Technicians,Integrate remotely sensed data with other geospatial data.
19-4099.03,Remote Sensing Technicians,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions."
19-4099.03,Remote Sensing Technicians,Develop or maintain geospatial information databases.
19-4099.03,Remote Sensing Technicians,Correct raw data for errors due to factors such as skew or atmospheric variation.
19-4099.03,Remote Sensing Technicians,Calibrate data collection equipment.
19-4099.03,Remote Sensing Technicians,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs."
19-4099.03,Remote Sensing Technicians,"Adjust remotely sensed images for optimum presentation by using software to select image displays, define image set categories, or choose processing routines."
19-4099.03,Remote Sensing Technicians,"Manipulate raw data to enhance interpretation, either on the ground or during remote sensing flights."
19-4099.03,Remote Sensing Technicians,"Collect geospatial data, using technologies such as aerial photography, light and radio wave detection systems, digital satellites, or thermal energy systems."
25-2059.01,Adapted Physical Education Specialists,Review adapted physical education programs or practices to ensure compliance with government or other regulations.
25-2059.01,Adapted Physical Education Specialists,"Request or order physical education equipment, following standard procedures."
25-2059.01,Adapted Physical Education Specialists,"Write reports to summarize student performance, social growth, or physical development."
25-2059.01,Adapted Physical Education Specialists,"Attend in-service training, workshops, or meetings to keep abreast of current practices or trends in adapted physical education."
25-2059.01,Adapted Physical Education Specialists,Write or modify individualized education plans (IEPs) for students with intellectual or physical disabilities.
25-2059.01,Adapted Physical Education Specialists,Provide students positive feedback to encourage them and help them develop an appreciation for physical education.
25-2059.01,Adapted Physical Education Specialists,Provide individual or small groups of students with adapted physical education instruction that meets desired physical needs or goals.
25-2059.01,Adapted Physical Education Specialists,Prepare lesson plans in accordance with individualized education plans (IEPs) and the functional abilities or needs of students.
25-2059.01,Adapted Physical Education Specialists,"Maintain thorough student records to document attendance, participation, or progress, ensuring confidentiality of all records."
25-2059.01,Adapted Physical Education Specialists,"Maintain inventory of instructional equipment, materials, or aids."
25-2059.01,Adapted Physical Education Specialists,Evaluate the motor needs of individual students to determine their need for adapted physical education services.
25-2059.01,Adapted Physical Education Specialists,"Establish and maintain standards of behavior to create safe, orderly, and effective environments for learning."
25-2059.01,Adapted Physical Education Specialists,"Communicate behavioral observations and student progress reports to students, parents, teachers, or administrators."
25-2059.01,Adapted Physical Education Specialists,Assist in screening or placement of students in adapted physical education programs.
25-2059.01,Adapted Physical Education Specialists,Assess students' physical progress or needs.
25-2059.01,Adapted Physical Education Specialists,Advise education professionals of students' physical abilities or disabilities and the accommodations required to enhance their school performance.
25-2059.01,Adapted Physical Education Specialists,Adapt instructional techniques to the age and skill levels of students.
25-2059.01,Adapted Physical Education Specialists,"Provide adapted physical education services to students with intellectual disabilities, autism, traumatic brain injury, orthopedic impairments, or other disabling condition."
25-2059.01,Adapted Physical Education Specialists,"Instruct students, using adapted physical education techniques, to improve physical fitness, gross motor skills, perceptual motor skills, or sports and game achievement."
25-3099.02,Tutors,"Travel to students' homes, libraries, or schools to conduct tutoring sessions."
25-3099.02,Tutors,Schedule tutoring appointments with students or their parents.
25-3099.02,Tutors,"Research or recommend textbooks, software, equipment, or other learning materials to complement tutoring."
25-3099.02,Tutors,"Prepare and facilitate tutoring workshops, collaborative projects, or academic support sessions for small groups of students."
25-3099.02,Tutors,Participate in training and development sessions to improve tutoring practices or learn new tutoring techniques.
25-3099.02,Tutors,Organize tutoring environment to promote productivity and learning.
25-3099.02,Tutors,"Monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers."
25-3099.02,Tutors,"Review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments."
25-3099.02,Tutors,"Provide feedback to students, using positive reinforcement techniques to encourage, motivate, or build confidence in students."
25-3099.02,Tutors,Prepare lesson plans or learning modules for tutoring sessions according to students' needs and goals.
25-3099.02,Tutors,"Maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records."
25-3099.02,Tutors,"Identify, develop, or implement intervention strategies, tutoring plans, or individualized education plans (IEPs) for students."
25-3099.02,Tutors,"Develop teaching or training materials, such as handouts, study materials, or quizzes."
25-3099.02,Tutors,"Communicate students' progress to students, parents, or teachers in written progress reports, in person, by phone, or by email."
25-3099.02,Tutors,"Collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress."
25-3099.02,Tutors,Assess students' progress throughout tutoring sessions.
25-3099.02,Tutors,"Administer, proctor, or score academic or diagnostic assessments."
25-3099.02,Tutors,"Teach students study skills, note-taking skills, and test-taking strategies."
25-3099.02,Tutors,"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests."
25-9031.01,Instructional Designers and Technologists,"Observe and provide feedback on instructional techniques, presentation methods, or instructional aids."
25-9031.01,Instructional Designers and Technologists,"Edit instructional materials, such as books, simulation exercises, lesson plans, instructor guides, and tests."
25-9031.01,Instructional Designers and Technologists,Develop measurement tools to evaluate the effectiveness of instruction or training interventions.
25-9031.01,Instructional Designers and Technologists,"Develop instructional materials, such as lesson plans, handouts, or examinations."
25-9031.01,Instructional Designers and Technologists,"Define instructional, learning, or performance objectives."
25-9031.01,Instructional Designers and Technologists,"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction."
25-9031.01,Instructional Designers and Technologists,"Analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials."
25-9031.01,Instructional Designers and Technologists,Research and evaluate emerging instructional technologies or methods.
25-9031.01,Instructional Designers and Technologists,"Recommend instructional methods, such as individual or group instruction, self-study, lectures, demonstrations, simulation exercises, and role playing, appropriate for content and learner characteristics."
25-9031.01,Instructional Designers and Technologists,"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs."
25-9031.01,Instructional Designers and Technologists,Provide technical support to clients in the implementation of designed instruction or in task analyses and instructional systems design.
25-9031.01,Instructional Designers and Technologists,"Provide technical advice on the use of current instructional technologies, including computer-based training, desktop videoconferencing, multimedia, and distance learning technologies."
25-9031.01,Instructional Designers and Technologists,"Provide analytical support for the design and development of training curricula, learning strategies, educational policies, or courseware standards."
25-9031.01,Instructional Designers and Technologists,"Present and make recommendations regarding course design, technology, and instruction delivery options."
25-9031.01,Instructional Designers and Technologists,Interview subject-matter experts or conduct other research to develop instructional content.
25-9031.01,Instructional Designers and Technologists,"Develop master course documentation or manuals according to applicable accreditation, certification, or other requirements."
25-9031.01,Instructional Designers and Technologists,Develop instruction or training roadmaps for online and blended learning programs.
25-9031.01,Instructional Designers and Technologists,"Design learning products, including Web-based aids or electronic performance support systems."
25-9031.01,Instructional Designers and Technologists,Design instructional aids for stand-alone or instructor-led classroom or online use.
25-9031.01,Instructional Designers and Technologists,Conduct needs assessments and strategic learning assessments to develop the basis for curriculum development or to update curricula.
25-9031.01,Instructional Designers and Technologists,Adapt instructional content or delivery methods for different levels or types of learners.
25-9031.01,Instructional Designers and Technologists,Teach instructors to use instructional technology or to integrate technology with teaching.
25-9031.01,Instructional Designers and Technologists,Develop instructional materials and products for technology-based redesign of courses.
29-1069.01,Allergists and Immunologists,Present research findings at national meetings or in peer-reviewed journals.
29-1069.01,Allergists and Immunologists,Engage in self-directed learning and continuing education activities.
29-1069.01,Allergists and Immunologists,Document patients' medical histories.
29-1069.01,Allergists and Immunologists,Conduct laboratory or clinical research on allergy or immunology topics.
29-1069.01,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.
29-1069.01,Allergists and Immunologists,"Prescribe medication such as antihistamines, antibiotics, and nasal, oral, topical, or inhaled glucocorticosteroids."
29-1069.01,Allergists and Immunologists,Conduct physical examinations of patients.
29-1069.01,Allergists and Immunologists,"Order or perform diagnostic tests such as skin pricks and intradermal, patch, or delayed hypersensitivity tests."
29-1069.01,Allergists and Immunologists,"Educate patients about diagnoses, prognoses, or treatments."
29-1069.01,Allergists and Immunologists,Interpret diagnostic test results to make appropriate differential diagnoses.
29-1069.01,Allergists and Immunologists,"Develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies."
29-1069.01,Allergists and Immunologists,Coordinate the care of patients with other health care professionals or support staff.
29-1069.01,Allergists and Immunologists,Assess the risks and benefits of therapies for allergic and immunologic disorders.
29-1069.01,Allergists and Immunologists,"Provide therapies, such as allergen immunotherapy or immunoglobin therapy, to treat immune conditions."
29-1069.01,Allergists and Immunologists,"Perform allergen provocation tests such as nasal, conjunctival, bronchial, oral, food, or medication challenges."
29-1069.01,Allergists and Immunologists,Diagnose or treat allergic or immunologic conditions.
29-1069.02,Dermatologists,"Refer patients to other specialists, as needed."
29-1069.02,Dermatologists,Record patients' health histories.
29-1069.02,Dermatologists,Provide dermatologic consultation to other health professionals.
29-1069.02,Dermatologists,Provide liposuction treatment to patients.
29-1069.02,Dermatologists,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in dermatology."
29-1069.02,Dermatologists,Instruct interns or residents in diagnosis and treatment of dermatological diseases.
29-1069.02,Dermatologists,"Evaluate patients to determine eligibility for cosmetic procedures such as liposuction, laser resurfacing, or microdermabrasion."
29-1069.02,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests."
29-1069.02,Dermatologists,Recommend diagnostic tests based on patients' histories and physical examination findings.
29-1069.02,Dermatologists,Conduct clinical or basic research.
29-1069.02,Dermatologists,"Provide therapies such as intralesional steroids, chemical peels, or comodo removal to treat age spots, sun damage, rough skin, discolored skin, or oily skin."
29-1069.02,Dermatologists,"Provide dermabrasion or laser abrasion to treat atrophic scars, elevated scars, or other skin conditions."
29-1069.02,Dermatologists,"Prescribe hormonal agents or topical treatments such as contraceptives, spironolactone, antiandrogens, oral corticosteroids, retinoids, benzoyl peroxide, or antibiotics."
29-1069.02,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer."
29-1069.02,Dermatologists,Perform incisional biopsies to diagnose melanoma.
29-1069.02,Dermatologists,"Diagnose and treat pigmented lesions such as common acquired nevi, congenital nevi, dysplastic nevi, Spitz nevi, blue nevi, or melanoma."
29-1069.02,Dermatologists,"Counsel patients on topics such as the need for annual dermatologic screenings, sun protection, skin cancer awareness, or skin and lymph node self-examinations."
29-1069.02,Dermatologists,Conduct complete skin examinations.
29-1069.02,Dermatologists,"Diagnose and treat skin conditions such as acne, dandruff, athlete's foot, moles, psoriasis, or skin cancer."
29-1069.03,Hospitalists,"Refer patients to medical specialists, social services, or other professionals as appropriate."
29-1069.03,Hospitalists,Participate in continuing education activities to maintain or enhance knowledge and skills.
29-1069.03,Hospitalists,"Direct, coordinate, or supervise the patient care activities of nursing or support staff."
29-1069.03,Hospitalists,Write patient discharge summaries and send them to primary care physicians.
29-1069.03,Hospitalists,Direct the operations of short stay or specialty units.
29-1069.03,Hospitalists,"Train or supervise medical students, residents, or other health professionals."
29-1069.03,Hospitalists,Prescribe medications or treatment regimens to hospital inpatients.
29-1069.03,Hospitalists,Order or interpret the results of tests such as laboratory tests and radiographs (x-rays).
29-1069.03,Hospitalists,Attend inpatient consultations in areas of specialty.
29-1069.03,Hospitalists,Conduct discharge planning and discharge patients.
29-1069.03,Hospitalists,"Diagnose, treat, or provide continuous care to hospital inpatients."
29-1069.03,Hospitalists,Admit patients for hospital stays.
29-1069.03,Hospitalists,"Communicate with patients' primary care physicians upon admission, when treatment plans change, or at discharge to maintain continuity and quality of care."
29-1069.04,Neurologists,Participate in neuroscience research activities.
29-1069.04,Neurologists,Provide training to medical students or staff members.
29-1069.04,Neurologists,Participate in continuing education activities to maintain and expand competence.
29-1069.04,Neurologists,Supervise medical technicians in the performance of neurological diagnostic or therapeutic activities.
29-1069.04,Neurologists,"Counsel patients or others on the background of neurological disorders including risk factors, or genetic or environmental concerns."
29-1069.04,Neurologists,"Interpret the results of neuroimaging studies, such as Magnetic Resonance Imaging (MRI), Single Photon Emission Computed Tomography (SPECT), and Positron Emission Tomography (PET) scans."
29-1069.04,Neurologists,Refer patients to other health care practitioners as necessary.
29-1069.04,Neurologists,Advise other physicians on the treatment of neurological problems.
29-1069.04,Neurologists,"Prescribe or administer medications, such as anti-epileptic drugs, and monitor patients for behavioral and cognitive side effects."
29-1069.04,Neurologists,"Prescribe or administer treatments, such as transcranial magnetic stimulation, vagus nerve stimulation, and deep brain stimulation."
29-1069.04,Neurologists,"Prepare, maintain, or review records that include patients' histories, neurological examination findings, treatment plans, or outcomes."
29-1069.04,Neurologists,"Perform specialized treatments in areas such as sleep disorders, neuroimmunology, neuro-oncology, behavioral neurology, and neurogenetics."
29-1069.04,Neurologists,Order or interpret results of laboratory analyses of patients' blood or cerebrospinal fluid.
29-1069.04,Neurologists,"Order supportive care services, such as physical therapy, specialized nursing care, and social services."
29-1069.04,Neurologists,"Interview patients to obtain information, such as complaints, symptoms, medical histories, and family histories."
29-1069.04,Neurologists,"Inform patients or families of neurological diagnoses and prognoses, or benefits, risks and costs of various treatment plans."
29-1069.04,Neurologists,"Diagnose neurological conditions based on interpretation of examination findings, histories, or test results."
29-1069.04,Neurologists,"Develop treatment plans based on diagnoses and on evaluation of factors, such as age and general health, or procedural risks and costs."
29-1069.04,Neurologists,Determine brain death using accepted tests and procedures.
29-1069.04,Neurologists,Communicate with other health care professionals regarding patients' conditions and care.
29-1069.04,Neurologists,Coordinate neurological services with other health care team activities.
29-1069.04,Neurologists,"Perform or interpret the outcomes of procedures or diagnostic tests, such as lumbar punctures, electroencephalography, electromyography, and nerve conduction velocity tests."
29-1069.04,Neurologists,"Identify and treat major neurological system diseases and disorders, such as central nervous system infection, cranio spinal trauma, dementia, and stroke."
29-1069.04,Neurologists,"Examine patients to obtain information about functional status of areas, such as vision, physical strength, coordination, reflexes, sensations, language skills, cognitive abilities, and mental status."
29-1069.05,Nuclear Medicine Physicians,Test dosage evaluation instruments and survey meters to ensure they are operating properly.
29-1069.05,Nuclear Medicine Physicians,"Teach nuclear medicine, diagnostic radiology, or other specialties at graduate educational level."
29-1069.05,Nuclear Medicine Physicians,Schedule examinations and staff activities.
29-1069.05,Nuclear Medicine Physicians,Provide advice on the selection of nuclear medicine supplies or equipment.
29-1069.05,Nuclear Medicine Physicians,Monitor cleanup of radioactive spills to ensure that proper procedures are followed and that decontamination activities are conducted.
29-1069.05,Nuclear Medicine Physicians,Monitor handling of radioactive materials to ensure that established procedures are followed.
29-1069.05,Nuclear Medicine Physicians,Formulate plans and procedures for nuclear medicine departments.
29-1069.05,Nuclear Medicine Physicians,Direct the safe management and disposal of radioactive substances.
29-1069.05,Nuclear Medicine Physicians,Establish and enforce radiation protection standards for patients and staff.
29-1069.05,Nuclear Medicine Physicians,"Advise other physicians of the clinical indications, limitations, assessments, or risks of diagnostic and therapeutic applications of radioactive materials."
29-1069.05,Nuclear Medicine Physicians,"Conduct laboratory procedures, such as radioimmunoassay studies of blood or urine, using radionuclides."
29-1069.05,Nuclear Medicine Physicians,Review procedure requests and patients' medical histories to determine applicability of procedures and radioisotopes to be used.
29-1069.05,Nuclear Medicine Physicians,Prescribe radionuclides and dosages to be administered to individual patients.
29-1069.05,Nuclear Medicine Physicians,Prepare comprehensive interpretive reports of findings.
29-1069.05,Nuclear Medicine Physicians,"Perform cardiovascular nuclear medicine procedures, such as exercise testing and pharmacologic stress testing."
29-1069.05,Nuclear Medicine Physicians,"Monitor quality control of radionuclide preparation, administration, or disposition, ensuring that activities comply with applicable regulations and standards."
29-1069.05,Nuclear Medicine Physicians,"Direct nuclear medicine technologists or technicians regarding desired dosages, techniques, positions, and projections."
29-1069.05,Nuclear Medicine Physicians,Interview and physically examine patients prior to testing.
29-1069.05,Nuclear Medicine Physicians,"Determine appropriate tests or protocols, based on patients' needs or conditions."
29-1069.05,Nuclear Medicine Physicians,"Compare nuclear medicine procedures with other types of procedures, such as computed tomography, ultrasonography, nuclear magnetic resonance imaging, and angiography."
29-1069.05,Nuclear Medicine Physicians,"Consult with patients following radiation treatments to provide information and assess outcomes or to recommend further consultation or treatments, as appropriate."
29-1069.05,Nuclear Medicine Physicians,Consult with anesthesiologists regarding recommended dosages or combinations of sedative drugs.
29-1069.05,Nuclear Medicine Physicians,"Calculate, measure, or prepare radioisotope dosages."
29-1069.05,Nuclear Medicine Physicians,Check and approve the quality of diagnostic images before patients are discharged.
29-1069.05,Nuclear Medicine Physicians,Administer radioisotopes to clinical patients or research subjects.
29-1069.05,Nuclear Medicine Physicians,Interpret imaging data and confer with other medical specialists to formulate diagnoses.
29-1069.06,Ophthalmologists,Provide ophthalmic consultation to other medical professionals.
29-1069.06,Ophthalmologists,"Refer patients for more specialized treatments when conditions exceed the experience, expertise, or scope of practice of practitioner."
29-1069.06,Ophthalmologists,"Instruct interns, residents, or others in ophthalmologic procedures and techniques."
29-1069.06,Ophthalmologists,Develop or implement plans and procedures for ophthalmologic services.
29-1069.06,Ophthalmologists,Educate patients about maintenance and promotion of healthy vision.
29-1069.06,Ophthalmologists,Conduct clinical or laboratory-based research in ophthalmology.
29-1069.06,Ophthalmologists,Collaborate with multidisciplinary teams of health professionals to provide optimal patient care.
29-1069.06,Ophthalmologists,Provide or direct the provision of postoperative care.
29-1069.06,Ophthalmologists,Document or evaluate patients' medical histories.
29-1069.06,Ophthalmologists,Prescribe corrective lenses such as glasses or contact lenses.
29-1069.06,Ophthalmologists,Prescribe or administer topical or systemic medications to treat ophthalmic conditions and to manage pain.
29-1069.06,Ophthalmologists,"Perform, order, or interpret the results of diagnostic or clinical tests."
29-1069.06,Ophthalmologists,"Develop treatment plans based on patients' histories and goals, the nature and severity of disorders, and treatment risks and benefits."
29-1069.06,Ophthalmologists,"Perform laser surgeries to alter, remove, reshape, or replace ocular tissue."
29-1069.06,Ophthalmologists,"Perform ophthalmic surgeries such as cataract, glaucoma, refractive, corneal, vitro-retinal, eye muscle, or oculoplastic surgeries."
29-1069.06,Ophthalmologists,"Prescribe ophthalmologic treatments or therapies such as chemotherapy, cryotherapy, or low vision therapy."
29-1069.06,Ophthalmologists,Perform comprehensive examinations of the visual system to determine the nature or extent of ocular disorders.
29-1069.06,Ophthalmologists,"Diagnose or treat injuries, disorders, or diseases of the eye and eye structures including the cornea, sclera, conjunctiva, or eyelids."
29-1069.07,Pathologists,Testify in depositions or trials as an expert witness.
29-1069.07,Pathologists,"Review cases by analyzing autopsies, laboratory findings, or case investigation reports."
29-1069.07,Pathologists,Manage medical laboratories.
29-1069.07,Pathologists,"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology."
29-1069.07,Pathologists,Develop or adopt new tests or instruments to improve diagnosis of diseases.
29-1069.07,Pathologists,"Educate physicians, students, and other personnel in medical laboratory professions, such as medical technology, cytotechnology, or histotechnology."
29-1069.07,Pathologists,Conduct research and present scientific findings.
29-1069.07,Pathologists,Perform autopsies to determine causes of deaths.
29-1069.07,Pathologists,"Plan and supervise the work of the pathology staff, residents, or visiting pathologists."
29-1069.07,Pathologists,"Obtain specimens by performing procedures, such as biopsies or fine needle aspirations (FNAs) of superficial nodules."
29-1069.07,Pathologists,"Identify the etiology, pathogenesis, morphological change, and clinical significance of diseases."
29-1069.07,Pathologists,"Diagnose infections, such as Hepatitis B and Acquired Immune Deficiency Syndrome (AIDS), by conducting tests to detect the antibodies that patients' immune systems make to fight such infections."
29-1069.07,Pathologists,Conduct genetic analyses of deoxyribonucleic acid (DNA) or chromosomes to diagnose small biopsies and cell samples.
29-1069.07,Pathologists,"Write pathology reports summarizing analyses, results, and conclusions."
29-1069.07,Pathologists,"Analyze and interpret results from tests, such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (FNAs), and polymerase chain reactions (PCRs)."
29-1069.07,Pathologists,Communicate pathologic findings to surgeons or other physicians.
29-1069.07,Pathologists,Consult with physicians about ordering and interpreting tests or providing treatments.
29-1069.07,Pathologists,Examine microscopic samples to identify diseases or other abnormalities.
29-1069.07,Pathologists,"Diagnose diseases or study medical conditions, using techniques such as gross pathology, histology, cytology, cytopathology, clinical chemistry, immunology, flow cytometry, or molecular biology."
29-1069.08,Physical Medicine and Rehabilitation Physicians,Instruct interns and residents in the diagnosis and treatment of temporary or permanent physically disabling conditions.
29-1069.08,Physical Medicine and Rehabilitation Physicians,Conduct physical tests such as functional capacity evaluations to determine injured workers' capabilities to perform the physical demands of their jobs.
29-1069.08,Physical Medicine and Rehabilitation Physicians,"Assess characteristics of patients' pain such as intensity, location, or duration using standardized clinical measures."
29-1069.08,Physical Medicine and Rehabilitation Physicians,Monitor effectiveness of pain management interventions such as medication or spinal injections.
29-1069.08,Physical Medicine and Rehabilitation Physicians,"Examine patients to assess mobility, strength, communication, or cognition."
29-1069.08,Physical Medicine and Rehabilitation Physicians,"Document examination results, treatment plans, and patients' outcomes."
